,% correct,epoch,loss,n actions,sum loss
0,0.9224481582641602,0,0.5194892287254333,173600.0,90183.328125
1,0.9179262518882751,100,0.2068587988615036,173600.0,35910.6875
2,0.9250518679618835,200,0.13613064587116241,173600.0,23632.28125
3,0.9765783548355103,300,0.09146897494792938,173600.0,15879.013671875
4,0.9765783548355103,400,0.07676508277654648,173600.0,13326.41796875
5,0.9765783548355103,500,0.07275540381669998,173600.0,12630.337890625
6,0.9765783548355103,600,0.0715303122997284,173600.0,12417.662109375
7,0.9765783548355103,700,0.07107870280742645,173600.0,12339.2626953125
8,0.9765783548355103,800,0.07087145745754242,173600.0,12303.28515625
9,0.9765783548355103,900,0.07074619084596634,173600.0,12281.5390625
10,0.9765783548355103,1000,0.07064495980739594,173600.0,12263.96484375
11,0.9765783548355103,1100,0.0705433338880539,173600.0,12246.322265625
12,0.9765783548355103,1200,0.07042873650789261,173600.0,12226.4287109375
13,0.9765783548355103,1300,0.07029352337121964,173600.0,12202.955078125
14,0.9765783548355103,1400,0.07013675570487976,173600.0,12175.7412109375
15,0.9765783548355103,1500,0.06997061520814896,173600.0,12146.8994140625
16,0.9765783548355103,1600,0.06982298940420151,173600.0,12121.271484375
17,0.9765783548355103,1700,0.06971536576747894,173600.0,12102.5869140625
18,0.9765783548355103,1800,0.06963824480772018,173600.0,12089.19921875
19,0.9765783548355103,1900,0.06957168877124786,173600.0,12077.64453125
20,0.9765783548355103,2000,0.06950712949037552,173600.0,12066.4375
21,0.9765783548355103,2100,0.06944315880537033,173600.0,12055.33203125
22,0.9765783548355103,2200,0.06938041001558304,173600.0,12044.439453125
23,0.9765783548355103,2300,0.06931951642036438,173600.0,12033.8681640625
24,0.9765783548355103,2400,0.06926029175519943,173600.0,12023.5869140625
25,0.9765783548355103,2500,0.06920069456100464,173600.0,12013.240234375
26,0.9765783548355103,2600,0.0691363587975502,173600.0,12002.072265625
27,0.9765783548355103,2700,0.06905924528837204,173600.0,11988.6845703125
28,0.9765783548355103,2800,0.06895126402378082,173600.0,11969.939453125
29,0.9765840768814087,2900,0.06875014305114746,173600.0,11935.025390625
30,0.976572573184967,3000,0.06825198978185654,173600.0,11848.5458984375
31,0.9765783548355103,3100,0.0679287314414978,173600.0,11792.427734375
32,0.9765783548355103,3200,0.06779815256595612,173600.0,11769.759765625
33,0.9765783548355103,3300,0.06772428005933762,173600.0,11756.935546875
34,0.9765783548355103,3400,0.06766919046640396,173600.0,11747.37109375
35,0.9765783548355103,3500,0.0676477700471878,173600.0,11743.65234375
36,0.9765783548355103,3600,0.06760595738887787,173600.0,11736.39453125
37,0.9765783548355103,3700,0.06758248060941696,173600.0,11732.318359375
38,0.9765783548355103,3800,0.06755208224058151,173600.0,11727.041015625
39,0.9765783548355103,3900,0.06753125786781311,173600.0,11723.4267578125
40,0.9765783548355103,4000,0.06751807034015656,173600.0,11721.13671875
41,0.9765783548355103,4100,0.06749870628118515,173600.0,11717.775390625
42,0.9765783548355103,4200,0.06748218834400177,173600.0,11714.908203125
43,0.9765783548355103,4300,0.06747418642044067,173600.0,11713.5185546875
44,0.9765783548355103,4400,0.06745629012584686,173600.0,11710.412109375
45,0.9765783548355103,4500,0.06744320690631866,173600.0,11708.140625
46,0.9765783548355103,4600,0.06743504852056503,173600.0,11706.724609375
47,0.9765783548355103,4700,0.06742368638515472,173600.0,11704.751953125
48,0.9765783548355103,4800,0.0674024373292923,173600.0,11701.0625
49,0.9765783548355103,4900,0.0673903301358223,173600.0,11698.9609375
50,0.9765783548355103,5000,0.06737373024225235,173600.0,11696.080078125
51,0.9765783548355103,5100,0.06735692173242569,173600.0,11693.1611328125
52,0.9765783548355103,5200,0.06734703481197357,173600.0,11691.4453125
53,0.9765783548355103,5300,0.06732259690761566,173600.0,11687.203125
54,0.9765783548355103,5400,0.06730318814516068,173600.0,11683.8330078125
55,0.9765783548355103,5500,0.06728246808052063,173600.0,11680.236328125
56,0.9765783548355103,5600,0.06725089997053146,173600.0,11674.7568359375
57,0.9765783548355103,5700,0.06721646338701248,173600.0,11668.7783203125
58,0.9765783548355103,5800,0.06716348975896835,173600.0,11659.58203125
59,0.9765783548355103,5900,0.0670877993106842,173600.0,11646.44140625
60,0.9765840768814087,6000,0.06697069108486176,173600.0,11626.1123046875
61,0.976572573184967,6100,0.06681344658136368,173600.0,11598.814453125
62,0.9765610694885254,6200,0.06663990765810013,173600.0,11568.6875
63,0.9765552878379822,6300,0.06660011410713196,173600.0,11561.779296875
64,0.9765495657920837,6400,0.06629485636949539,173600.0,11508.787109375
65,0.9765264987945557,6500,0.06618495285511017,173600.0,11489.7080078125
66,0.9765380024909973,6600,0.06614276021718979,173600.0,11482.3828125
67,0.9765380024909973,6700,0.06602434068918228,173600.0,11461.826171875
68,0.9765264987945557,6800,0.06594981253147125,173600.0,11448.8876953125
69,0.9765322804450989,6900,0.06589602679014206,173600.0,11439.55078125
70,0.9765322804450989,7000,0.06584670394659042,173600.0,11430.9873046875
71,0.9765380024909973,7100,0.0658005103468895,173600.0,11422.96875
72,0.9765552878379822,7200,0.06575682759284973,173600.0,11415.384765625
73,0.9765437841415405,7300,0.06571496278047562,173600.0,11408.1171875
74,0.9765437841415405,7400,0.06567507237195969,173600.0,11401.1923828125
75,0.9765495657920837,7500,0.06563778221607208,173600.0,11394.71875
76,0.9765667915344238,7600,0.06560451537370682,173600.0,11388.943359375
77,0.9765610694885254,7700,0.06557302922010422,173600.0,11383.478515625
78,0.9765552878379822,7800,0.06554491817951202,173600.0,11378.59765625
79,0.9765783548355103,7900,0.06551454961299896,173600.0,11373.326171875
80,0.976572573184967,8000,0.06548896431922913,173600.0,11368.884765625
81,0.9765783548355103,8100,0.06545961648225784,173600.0,11363.7900390625
82,0.9766013622283936,8200,0.0654146820306778,173600.0,11355.98828125
83,0.9765783548355103,8300,0.06539566814899445,173600.0,11352.6884765625
84,0.9765783548355103,8400,0.0653637945652008,173600.0,11347.154296875
85,0.9765783548355103,8500,0.06534409523010254,173600.0,11343.734375
86,0.9765783548355103,8600,0.06545724719762802,173600.0,11363.3779296875
87,0.9765783548355103,8700,0.0653512254357338,173600.0,11344.97265625
88,0.9765783548355103,8800,0.0653013065457344,173600.0,11336.306640625
89,0.9765783548355103,8900,0.06528730690479279,173600.0,11333.8759765625
90,0.9765783548355103,9000,0.0652734637260437,173600.0,11331.47265625
91,0.9765783548355103,9100,0.06526190787553787,173600.0,11329.4677734375
92,0.9765783548355103,9200,0.06543213129043579,173600.0,11359.0185546875
93,0.9765783548355103,9300,0.06646863371133804,173600.0,11538.955078125
94,0.9765783548355103,9400,0.0652710497379303,173600.0,11331.0546875
95,0.9765783548355103,9500,0.06522737443447113,173600.0,11323.47265625
96,0.9765783548355103,9600,0.06526870280504227,173600.0,11330.646484375
97,0.9765783548355103,9700,0.06523191928863525,173600.0,11324.2607421875
98,0.9765783548355103,9800,0.0651928037405014,173600.0,11317.470703125
99,0.9765783548355103,9900,0.06518284231424332,173600.0,11315.7412109375
100,0.9765783548355103,10000,0.06517335027456284,173600.0,11314.09375
101,0.9765783548355103,10100,0.06516393274068832,173600.0,11312.458984375
102,0.9765783548355103,10200,0.0652521625161171,173600.0,11327.775390625
103,0.9765783548355103,10300,0.06516066938638687,173600.0,11311.8916015625
104,0.9765783548355103,10400,0.065171018242836,173600.0,11313.6884765625
105,0.9765783548355103,10500,0.0651540532708168,173600.0,11310.744140625
106,0.9765783548355103,10600,0.06512066721916199,173600.0,11304.947265625
107,0.9765783548355103,10700,0.06513591855764389,173600.0,11307.595703125
108,0.9765783548355103,10800,0.0651053935289383,173600.0,11302.296875
109,0.9765783548355103,10900,0.0651160478591919,173600.0,11304.146484375
110,0.9765783548355103,11000,0.06509473919868469,173600.0,11300.447265625
111,0.9765783548355103,11100,0.06509531289339066,173600.0,11300.5458984375
112,0.9765783548355103,11200,0.06509005278348923,173600.0,11299.6337890625
113,0.9765783548355103,11300,0.06506433337926865,173600.0,11295.16796875
114,0.9765783548355103,11400,0.06507360190153122,173600.0,11296.77734375
115,0.9765783548355103,11500,0.06508146971464157,173600.0,11298.142578125
116,0.9765783548355103,11600,0.06511028856039047,173600.0,11303.146484375
117,0.9765783548355103,11700,0.0650314912199974,173600.0,11289.466796875
118,0.9765783548355103,11800,0.06508003175258636,173600.0,11297.8935546875
119,0.9765783548355103,11900,0.0650164932012558,173600.0,11286.86328125
120,0.9765783548355103,12000,0.06500697135925293,173600.0,11285.2099609375
121,0.9765783548355103,12100,0.06500042974948883,173600.0,11284.07421875
122,0.9765783548355103,12200,0.06499405950307846,173600.0,11282.96875
123,0.9765783548355103,12300,0.06498768925666809,173600.0,11281.86328125
124,0.9765783548355103,12400,0.06498130410909653,173600.0,11280.75390625
125,0.9765783548355103,12500,0.0649748295545578,173600.0,11279.6298828125
126,0.9765783548355103,12600,0.06496823579072952,173600.0,11278.4853515625
127,0.9765783548355103,12700,0.0649615153670311,173600.0,11277.3193359375
128,0.9765783548355103,12800,0.06495464593172073,173600.0,11276.1259765625
129,0.9765783548355103,12900,0.06494758278131485,173600.0,11274.900390625
130,0.9765783548355103,13000,0.06494031846523285,173600.0,11273.638671875
131,0.9765783548355103,13100,0.06493282318115234,173600.0,11272.337890625
132,0.9765783548355103,13200,0.06492505222558975,173600.0,11270.9892578125
133,0.9765783548355103,13300,0.06491698324680328,173600.0,11269.587890625
134,0.9765783548355103,13400,0.06490857154130936,173600.0,11268.1279296875
135,0.9765783548355103,13500,0.06489976495504379,173600.0,11266.599609375
136,0.9765783548355103,13600,0.06489052623510361,173600.0,11264.9951171875
137,0.9765783548355103,13700,0.06488078832626343,173600.0,11263.3046875
138,0.9765783548355103,13800,0.06487047672271729,173600.0,11261.5146484375
139,0.9765783548355103,13900,0.06529107689857483,173600.0,11334.53125
140,0.9765783548355103,14000,0.064890556037426,173600.0,11265.0
